pathway	pval	padj	log2err	ES	NES	size	leadingEdge	signedlogp	NAME
GOBP_OVULATION	0.038243626	0.129563772	0.276500599	-0.642201541	-1.531442752	21	MMP2,LEP,MMP19,INHBA,HPGD,RGS2,TNFAIP6,PGR	-1.417440937	GOBP_OVULATION
GOMF_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.038043478	0.129070881	0.271288555	-0.600087295	-1.512956563	28	ABCA8,ABCG2,SLC47A1,ABCB4,SLC6A13	-1.419719783	GOMF_XENOBIOTIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.037796976	0.128296013	0.241339977	-0.419690793	-1.337072618	142	COL1A1,SFRP2,HGF,SNAI2,NOTCH4,ACVRL1,RGCC,S100A4,PDPN,ENG,DACT3,WNT4,EDNRA,LEF1,HAS2,LOXL3,GREM1,DAB2,WNT2,EOMES,TGFB3,LOXL2,TGFB1,FOXA2,PDCD4,PEF1,LDLRAD4,GLIPR2,NOG,TWIST1,FUZ,TGFB1I1,RBPJ,BMP4	-1.422542942	GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	0.037735849	0.12814993	0.28201335	-0.685349878	-1.549484148	16	TDO2,HAAO,FAH,IL4I1,GSTZ1,IDO1,QDPR,KMO,HPD,AFMID,KYNU	-1.423245874	GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.037685061	0.128038834	0.271288555	-0.583050616	-1.504866577	32	PDGFRA,CCND2,FGF1,GLI1,LEF1,INHBA	-1.423830782	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.037628278	0.127907257	0.248911114	-0.444110506	-1.369002956	102	AXL,ITGA8,TEK,PDPN,LPXN,HAS2,ILK,ITGB7,DAB2,LAMB1,FERMT3,LIMS2,CASS4,NTNG2,FZD4,FN1,PARVB,APOA1,PARVG,ST6GAL1,FBLN1,ITGA4,PREX1	-1.424485653	GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	0.037552156	0.12770978	0.276500599	-0.636227504	-1.539615434	22	SERPINF2,GAS6,F2R,SUCNR1,PTPRO,CYBA,CORO2B,HSD11B2,AGTR1,CYP4A11	-1.425365126	GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	0.0375	0.12759366	0.261663522	-0.505676511	-1.44864916	59	DKK3,ALDH1A2,WNT4,BMP6,CACNA1H,ALDH1A1,DHRS4L2,DAB2,GLYCTK,ALPL,DHRS4,PDXP,ALDH2,AKR7A2,PARK7,AKR1A1	-1.425968732	GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	0.0375	0.12759366	0.261663522	-0.50398584	-1.44380577	59	KCNE4,ABCG2,FXYD1,SLC47A1,FXYD2,SLC27A1,KCNA5,KCND3,GJA1,SLC4A4,ATP1B2	-1.425968732	GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE
GOBP_MUSCLE_HYPERTROPHY	0.037304452	0.127050356	0.257206466	-0.478731663	-1.412479363	73	RGS4,HAND2,LMCD1,HAMP,LEP,IGF1,HTR2B,GATA6,GATA4,TNFRSF1B,CYBA,RGS2,TRPC3,PI16	-1.42823933	GOBP_MUSCLE_HYPERTROPHY
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	0.037302726	0.127050356	0.28201335	-0.663839305	-1.546377352	19	CD200,SLAMF8,APOD,KLRK1,GREM1,ADTRP,IL27RA,NBL1	-1.42825943	GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION
GOBP_RESPONSE_TO_ESTROGEN	0.037082818	0.126660889	0.261663522	-0.509551664	-1.467792378	62	PDGFRB,MMP2,MMP14,ZNF366,GLI3,GATA6,CRHBP,GHRL,CITED1,AR,EPO,TGFB3	-1.430827267	GOBP_RESPONSE_TO_ESTROGEN
WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS	0.036684783	0.125482859	0.276500599	-0.603809428	-1.522340906	28	SERPINF1,POMC,ASIP,PLCB2,ADCY4,ADCY2,PRKCB,ARRB2,PRKACB	-1.43551405	WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS
GOBP_PEPTIDE_CROSS_LINKING	0.036390814	0.124597645	0.321775918	-0.620604083	-1.542053616	25	DCN,BGN,COL3A1,F13A1,NDNF,CSTA,FN1	-1.439008229	GOBP_PEPTIDE_CROSS_LINKING
WP_TCELL_RECEPTOR_TCR_SIGNALING_PATHWAY	0.036342321	0.124491781	0.257206466	-0.459822868	-1.386512178	86	VIM,CD3D,GRAP2,CD247,PSTPIP1,IRF4,ICOS,CD3E,CD8A,CCR5,CD3G,ZAP70,WAS,CD4,LCK,ITK,CD28,TGFB1,LCP2,CD83,NFATC2,IKBKG,LAT,MAP4K1,FYN,TNFRSF9,IL1B,HRAS,MAP2K2,VAV1,PIK3R2,PRKCQ,PAK1	-1.439587337	WP_TCELL_RECEPTOR_TCR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	0.036339166	0.124491781	0.276500599	-0.585837451	-1.512059459	32	SERPINF2,AVPR1A,F2R,SUCNR1,EDN3,CTSG,TACR1,CPA3,CYBA,ACE,CTSZ,HSD11B2,RASL10B	-1.43962505	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE
GOBP_OXIDATIVE_PHOSPHORYLATION	0.035995501	0.123490625	0.252961123	-0.441314189	-1.374365961	112	COX7A1,COX4I2,COX4I1,NDUFB7,UQCC2,NUPR1,NDUFB8,NDUFA1,UQCR10,COX7C,CHCHD10,DNAJC15,UQCRC1,NDUFS7,NDUFS4,NDUFA2,UQCRQ,MLXIPL,NDUFA10,COX5B,UQCRB,NDUFA3,NDUFA4,PARK7,COQ9,NDUFB1,NDUFB2,UQCRH,SNCA,DGUOK,NDUFS3,NDUFS6,NDUFV2,NDUFAB1,NDUFS5,NDUFC1,NDUFAF1,COX5A,NDUFB10,UQCC3,NDUFB9,NDUFB6,NDUFA6,ISCU,SDHAF2	-1.443751783	GOBP_OXIDATIVE_PHOSPHORYLATION
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	0.035961272	0.123485048	0.28201335	-0.609841373	-1.515310839	25	OSM,BTK,FFAR3,CCR7,C2CD4B,ALOX5AP,ADAM8,HLA-E,PARK7,PTGER3,ZP3,IL1B	-1.444164949	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	0.035862069	0.123263899	0.28201335	-0.609883621	-1.516130888	26	AVPR1A,TBXA2R,F2R,TACR1,CYSLTR1,TBXAS1,ACE,CAV1,SMTNL2,CD38	-1.445364659	GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	0.035629454	0.122642881	0.261663522	-0.467830894	-1.393705519	80	SFRP4,SERPINF1,SFRP2,CCND2,WNT4,DKK2,LEF1,FZD2,NKD2,ROR2,WNT2,WNT5B,SOST,FRAT2,FRAT1	-1.448190837	WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	0.035598706	0.122633686	0.248911114	-0.414720596	-1.326489537	150	MMP2,SPARC,CLDN11,SNAI2,CLDN5,ZEB1,NOTCH4,MMP9,CTDSP1,ITGA5,WNT4,DLL4,FZD2,ZEB2,CLDN10,WNT2,TWIST2,AKT3,TGFB3,CLDN18,COL4A6,TGFB1,PIK3CD,PROX1,FZD4,WNT5B	-1.448565794	WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER
GOBP_MYOTUBE_DIFFERENTIATION	0.035509737	0.122409233	0.257206466	-0.447694626	-1.376793775	99	CXCL9,JAM2,ADAM12,MEF2C,TMEM119,IGF1,MMP14,SCGB3A1,STAC3,CD81,AVPR1A,PLEKHO1,BCL2,CACNA1H,XBP1,RBM24,MAMSTR,EHD2,CXCL10,CD53,GPX1,FLOT1,SMYD3,NFATC2,HDAC3	-1.44965255	GOBP_MYOTUBE_DIFFERENTIATION
GOMF_HORMONE_ACTIVITY	0.035409035	0.122121522	0.266350657	-0.490964528	-1.425692189	66	HAMP,LEP,IGF1,POMC,APLN,FBN1,ASIP,ENHO,EDN3,CHGB,GHRL,EPO,INHBA,GPHA2,GNRH1,SST,PTHLH,INSL3,PNOC	-1.450885904	GOMF_HORMONE_ACTIVITY
GOMF_PHOSPHATIDYLINOSITOL_3_KINASE_BINDING	0.035326087	0.121894788	0.28201335	-0.607185821	-1.530853562	28	PDGFRB,AXL,PLGLB1,LCK,GSN,HCST,NLRC3	-1.451904466	GOMF_PHOSPHATIDYLINOSITOL_3_KINASE_BINDING
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	0.035140562	0.121372863	0.241339977	-0.361968588	-1.216624269	465	JCHAIN,CXCR4,COL3A1,LDB2,CLDN5,PECAM1,ESAM,JAM2,VSTM4,TMEM119,HAMP,TRPV2,LEP,FFAR4,CD34,COMP,DCSTAMP,FABP4,KDR,IRF4,CDH5,NDN,CTSK,BMP6,CCR2,NR1H3,SLC27A1,CSF1R,EBF2,AQP1,ACP5,F2R,BCL2,RCN3,JAM3,CMKLR1,CYTL1,ALDH1A1,HAS2,MFAP2,SYK,GHRL,ADAM8,SASH3,GJA1,NOX4,NAPSA,ATP1B2,AKT3,ADGRF5,NXNL2,ALPL,GATM,MRAP2,PRDM16,CLDN18,LAMA4,GPR55,SCD,AQP2,GADD45G,INPP5D,BSCL2,CROCC,LTF,SPP1,G0S2,AQP3,CUBN,TLR4,CTSH,HADH,DECR1,GPX1,ZNF830,CAV1,S1PR1,P2RX7,MLXIPL,CD36,AZGP1	-1.454191294	GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	0.034949267	0.12082997	0.257206466	-0.442574393	-1.376233311	111	EMILIN1,ASPN,SFRP2,HTRA3,HTRA1,GREM2,FST,DACT2,FBN1,ADAMTSL2,RASL11B,HTRA4,GREM1,TGFB3,PRDM16,CILP,SOST,NRROS,LRP1,NBL1,CAV1,TNFAIP6,LDLRAD4,NOG,FAM89B,TGFB1I1,PIN1	-1.456561926	GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY
WP_HIPPO_SIGNALING_REGULATION_PATHWAYS	0.034829833	0.120475849	0.321775918	-0.465077129	-1.411867294	91	PDGFRB,PDGFRA,CDH11,CDH13,FLT1,TEK,KDR,CDH5,CSF1R,LEF1,PLCB2,FLT4	-1.458048604	WP_HIPPO_SIGNALING_REGULATION_PATHWAYS
GOMF_WIDE_PORE_CHANNEL_ACTIVITY	0.034626039	0.119888005	0.287857117	-0.63028802	-1.536785661	23	GJA4,PRF1,GJB1,GJA1,GJC1	-1.460597189	GOMF_WIDE_PORE_CHANNEL_ACTIVITY
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	0.034626039	0.119888005	0.287857117	-0.628422597	-1.532237337	23	CD8B,PDCD1LG2,CD3D,CD3E,CD8A,CD3G,ZAP70,LCK,IFNG,HLA-DRB1,PDCD1,BATF,HLA-A,NFATC2	-1.460597189	WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.034578147	0.11983933	0.287857117	-0.615364377	-1.529034191	25	THY1,SH2D1A,PVRIG,LILRB4,LAPTM5,SLA2,UBASH3A,DUSP22	-1.461198289	GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	0.034571063	0.11983933	0.276500599	-0.539602038	-1.499855816	49	HPGDS,PTGIS,PTGDS,ECI2,MPI,MIF,ENOX1,ERP27,TBXAS1,DDTL,PDIA5,DDT	-1.46128727	GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	0.034153005	0.118666106	0.287857117	-0.609137163	-1.524637735	27	RARRES2,SLAMF8,STAP1,CSF1R,C3AR1,MMP28,CMKLR1,MIF,SLAMF1,CCL5,C5AR1,DDT,CYP19A1,TRPV4	-1.466571072	GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS
GOBP_AMINE_BIOSYNTHETIC_PROCESS	0.033986928	0.118253143	0.28201335	-0.568797636	-1.509229867	38	HAND2,MOXD1,SAT2,NNMT,ASMT,HDC,AZIN2,ALDH2,PARK7,OAZ1,OAZ2,SNCA,PAOX	-1.468688087	GOBP_AMINE_BIOSYNTHETIC_PROCESS
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	0.033962264	0.118225395	0.276500599	-0.52140933	-1.474675018	54	NDUFB7,NDUFB8,NDUFA1,NDUFA11,NDUFS7,NDUFS4,NDUFA2,NDUFA10,NDUFA13,NDUFA3,NDUFB1,NDUFB2,BCS1L,TMEM186,NDUFB11,NDUFS3,NDUFAB1,NDUFS5,NDUFC1,NDUFAF1,NDUFB10,NDUFB9,NDUFAF2,NDUFB6,NDUFA6,NDUFB3,NDUFB5,NDUFA8	-1.469003364	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY
GOBP_RESPONSE_TO_ACTIVITY	0.033834586	0.117896808	0.276500599	-0.519693815	-1.484040445	56	MMP2,CXCR4,ANGPT2,ZEB1,LEP,CAPN3,BMP6,PCK1,CYBA,UQCRC1,HADH,BGLAP,IL10,SCO2,MTFP1,MAS1,PPARD,ABCG5,STK11,METRNL	-1.470639127	GOBP_RESPONSE_TO_ACTIVITY
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	0.033766234	0.117716535	0.28201335	-0.564843412	-1.511174389	39	CD3E,TNFSF4,CD81,CCR2,RASAL3,ZAP70,SYK,CD28,EBI3,LGALS9,LGALS7B,DOCK2,XCL1,HLA-A,HLA-E,TNFRSF14,PTPRC	-1.471517377	GOBP_ALPHA_BETA_T_CELL_PROLIFERATION
GOBP_MACROPHAGE_DIFFERENTIATION	0.033766234	0.117716535	0.28201335	-0.55022916	-1.495287543	44	MMP9,C1QC,CSF1R,CD4,CEBPA,ROR2,SPI1,GAB3,INHBA,CEBPE,TGFB1,IFNG,NRROS,HLA-DRB1	-1.471517377	GOBP_MACROPHAGE_DIFFERENTIATION
REACTOME_PLATELET_HOMEOSTASIS	0.033747484	0.117716535	0.321775918	-0.477791531	-1.42337905	80	TRPC6,PECAM1,GNG11,KCNMA1,PRKG1,GNGT2,PTGIR,KCNMB1,GNG2,PDE10A,ATP2A3,GNG7,P2RX1,TRPC3,KCNMB2,P2RX7,FGR	-1.471758605	REACTOME_PLATELET_HOMEOSTASIS
GOBP_DOPAMINE_METABOLIC_PROCESS	0.033692722	0.117691936	0.287857117	-0.576390685	-1.497960296	35	MOXD1,DRD4,MAOB,COMT,SULT1A3,ALDH2,PARK7,PDE1B,SNCA,ITGAM,SNCAIP,MAOA,ABAT,NPY,ITGB2,DRD2	-1.472463897	GOBP_DOPAMINE_METABOLIC_PROCESS
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	0.033692722	0.117691936	0.287857117	-0.57211251	-1.486841908	35	CETP,APOC1,APOD,APOE,APOC2,EEPD1,NR1H3,ARL4C	-1.472463897	REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX
GOBP_ORGAN_GROWTH	0.033586132	0.117551463	0.257206466	-0.421480055	-1.342164171	141	PDGFRB,RGS4,FGF7,MEF2C,HAMP,LEP,IGF1,GLI1,COMP,TBX2,ANXA6,ECM1,GATA6,DDR2,BCL2,GATA4,AR,SASH3,WNT2,ZFPM2,HEG1,PROX1,HLX,RGS2,SMPD3,PI16,S1PR1	-1.473840007	GOBP_ORGAN_GROWTH
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION	0.03358209	0.117551463	0.276500599	-0.508169436	-1.460572436	60	CD3D,GRAP2,CD247,CD3E,CD8A,RHOH,CD3G,SH2D1A,ZAP70,LCK,ITK,CD28,CD5,UBASH3A,LCP2,FIBP,IKBKG,LAT,MAP4K1,NDUFB10,SOCS1,VAV1,PIK3R2,PRKCQ,PTPN6	-1.473892285	WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.033548387	0.117535497	0.28201335	-0.557749806	-1.509235624	41	APLNR,RGS4,HTR2B,APLN,GPRASP1,MRAP2,RGS2,CCL5,GNAI2,RPH3AL,PLEK,SNCA,ARRB2	-1.474328355	GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	0.033258792	0.116636278	0.321775918	-0.410423295	-1.336342587	197	APLNR,THY1,SCIN,CXCL9,CCL19,FASLG,CCL21,JPH4,HTR2B,CD19,PLN,APOE,MCOLN2,CAPN3,ANXA6,CCR5,F2R,CCR7,CD4,LCK,GP1BB,GSN,LIME1,CACNA1C,CCL3,RASA3,GSTO1,INSIG1,CHCHD10,CYBA,CXCL11,TMSB10,CXCL10,TMSB4X,CAV1,P2RX7,SYNE1,XCL1,TSPO,BDKRB1,PDE4D,PARK7,TWF2,XCR1,SRGN,TRPA1,GAA,SNCA,PTPRC,CALM3,PDIA2,OS9,FTL,HRC	-1.478093529	GOBP_MAINTENANCE_OF_LOCATION_IN_CELL
GOBP_TEMPERATURE_HOMEOSTASIS	0.033217232	0.116548227	0.321775918	-0.41860078	-1.3509735	164	CXCR4,TRPV2,LEP,FFAR4,FABP4,IRF4,CCR2,NR1H3,SLC27A1,EBF2,CMKLR1,ALDH1A1,MFAP2,SYK,GHRL,GJA1,ALPL,GATM,PRDM16,LAMA4,SCD,GADD45G,BSCL2,G0S2,TLR4,HADH,DECR1,GPX1,CAV1,CD36,PLAC8,HDAC3,PTGER3,RBPJ,ACOT13,UCP2,ZNF423,STK11,NR1H2,WNT10B,FOXC2,IL18R1,IL1B,DHRS7B,ABHD6,NOVA2,NTSR1,ADRB2,SIRT6,THRA,PEMT,ABAT,ZNF516,EGR1,NPR3,TRPM2,DRD2,HTR2A,CEBPB,PLCL2	-1.478636563	GOBP_TEMPERATURE_HOMEOSTASIS
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	0.033099141	0.116249042	0.321775918	-0.451384735	-1.421947122	121	SFRP2,MMP11,SNAI2,RARRES2,C1QL4,LPL,LEP,FFAR4,MEDAG,LGALS12,ID4,ADIRF,CMKLR1,ZBTB7C,CEBPA,XBP1,WDFY2,ZNF385A,ZFPM2,ZFP36L2,INSIG1,TGFB1	-1.480183273	GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.032869785	0.115558093	0.28201335	-0.52908556	-1.485526188	52	DCN,BGN,GPC3,GLB1L,VCAN,HS3ST2,CSPG4,XYLT1,GUSB,B3GAT3,GPC6,HS3ST1,B3GALT6,GPC4,SDC3,HS6ST1	-1.483203136	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM
GOBP_DETOXIFICATION	0.032842582	0.115519787	0.266350657	-0.447913656	-1.389049753	110	ABCG2,HBB,SLC47A1,CYGB,LTC4S,APOE,MT3,ALDH1A1,HP,ALOX5AP,TXNRD2,GLRX,IPCEF1,GSTO1,MT1A,CCS,GPX1,APOM,CD36,FBLN5,PRDX5,GSTM1,GSTZ1,PRDX2,SOD3,PARK7,AKR1A1,GSTP1,MGST3,PRDX4,SESN1,MGST2,RDH12,GSTM2,HBA2,SLC22A18,HBA1,PXDNL,ABCB1,PIM1,GSTM3,CLIC2,TXNDC2,MT2A,TXNDC17,GSTK1,GSTA1,SLC47A2,GPX7,ESD	-1.483562706	GOBP_DETOXIFICATION
GOBP_FIBROBLAST_PROLIFERATION	0.032512097	0.114471021	0.321775918	-0.484482256	-1.440045683	76	PDGFRB,PDGFRA,COL3A1,C1QL4,IGF1,CD300A,GAS6,AQP1,DDR2,MIF,LTA,NUPR1,WNT2,NLRC3,CD74,NDUFS4,FN1	-1.487955018	GOBP_FIBROBLAST_PROLIFERATION
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	0.032407407	0.114159162	0.271288555	-0.458040093	-1.400267629	95	PDGFRB,PDGFRA,PGM5,PMP22,MYH11,LMOD1,CAPN3,MYOM2,MYOZ1,MYOZ2	-1.489355711	GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	0.032258065	0.113689616	0.287857117	-0.564483741	-1.522924163	40	SLC2A5,SERPINF2,AVPR1A,F2R,SUCNR1,EDN3,CTSG,TACR1,CPA3,CYBA,ACE,PDE4D,CTSZ,HSD11B2,RASL10B	-1.491361694	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL
PID_NFAT_TFPATHWAY	0.032258065	0.113689616	0.287857117	-0.562168859	-1.516678828	40	CTLA4,FASLG,IRF4,CD40LG,IL2RA,TBX21,MAF,EGR2,EGR3,IFNG,BATF3,JUNB,NFATC2,IKZF1,PPARG,FOXP3,CDK4,PRKCQ,EGR1	-1.491361694	PID_NFAT_TFPATHWAY
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	0.03209275	0.113332523	0.321775918	-0.406546175	-1.321362648	182	HPGDS,SDS,ACSM5,APOC1,PTGIS,PTGDS,LPL,ALDH1A2,LTC4S,APOC2,AVPR1A,NR1H3,STAR,ACSM3,SRR,ALOX15,HACD4,MIF,XBP1,ABCD2,ACSF3,ELOVL2,TBXAS1,HSD17B8,GATM,ALOX15B,INSIG1,SCD,CES1,ACSM1,PROX1,CD74,CYP27A1,MLXIPL,APOA1,HSD17B10,GSTM1,MLYCD,GSTM4,SCD5,IDO1,ACOT8,PARK7,HSD3B7,SLC27A5,TECR,GSTP1,LIAS,NR1H2,PLA2G10,FADS2,MCAT,KMO,CYP7B1,IL1B,RBP1,ALOX5,NDUFAB1	-1.493593067	GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_SULPHUR_CONTAINING_GROUPS	0.031941032	0.112853003	0.28201335	-0.505448391	-1.458330263	64	GAL3ST4,CHST13,SULT1C4,TPST2,ACSM3,CHST1,GAL3ST3,HS3ST2,MPST,SULT1A3,CHST7,TST,CTU2,CHST12,LIAS,TRMU,SULT1A1	-1.495651057	GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_SULPHUR_CONTAINING_GROUPS
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.031063321	0.110026284	0.28201335	-0.479878342	-1.426361291	76	HPGDS,GSTM5,ACSM5,SULT1C4,TPST2,GGT5,ABHD14B,GSTO1,ACSM1,COMT,NNMT,SULT1A3,GGT1,GSTM1,GSTZ1,GSTM4,AKR1A1,GSTP1,MGST3,SULT1A1,UGT2B7,MGST2,GSS,GSTA4,GSTM2,AS3MT,N6AMT1,PAPSS2,MAT2A	-1.50775211	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	0.030864198	0.109375675	0.287857117	-0.509750611	-1.46829321	63	COL1A1,SERPINF1,HAND2,LEP,ALDH1A2,AQP1,OSR1,TESC,BRINP2,WNT2,PCK1,FZD4,WNT5B,NTRK3,NDUFA13,RORB,FZD10,TWF2	-1.51054501	GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID
GOMF_STEROID_BINDING	0.030624264	0.108634094	0.28201335	-0.467224993	-1.403425326	84	CETP,APOD,HSD11B1,ANXA6,CD81,NR1H3,PAQR8,STAR,GPR183,AR,SYP,GRAMD1B,INSIG1,CYP21A2,CAV1,APOA1,TSPO,PGR,HSD11B2	-1.513934342	GOMF_STEROID_BINDING
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN	0.030568353	0.108490087	0.352487858	-0.631346653	-1.553080879	24	TDO2,HAAO,ALOX15,ALOX5AP,CDO1,ALOX15B	-1.514727957	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	0.030464406	0.108175366	0.352487858	-0.440703504	-1.390870244	131	PDGFRB,SERPINF1,PDGFRA,THY1,ARHGEF15,RHOJ,ACVRL1,VSTM4,PRPH2,PFDN5,DLL4,NR2E3,MAX,NDP,PROX1,FZD4	-1.516207278	GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	0.030192513	0.107533314	0.352487858	-0.613284507	-1.535018315	27	HPGDS,PTGIS,PTGDS,AVPR1A,MIF,TBXAS1,CD74	-1.520100741	GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	0.030156815	0.107460201	0.287857117	-0.487826068	-1.437957202	72	RGS4,HOPX,MEF2C,TMEM119,HAMP,IGF1,MMP14,BCL2,XBP1,GREM1,RBM24,TGFB1,PROX1,MAMSTR,RGS2,PI16	-1.520614522	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
